"","document","на","что","за","и","в","из","со","а","во","для","с","но","к","по","от","под","до","про","о","ко","над","без","при","об","через","из-за","из-под","Author"
"227","ДостоевскийФМ_Идиот_16.txt",87,134,22,253,95,12,5,50,7,15,88,43,44,14,18,2,14,6,13,2,7,4,2,4,0,2,0,"ДостоевскийФМ"
"228","ДостоевскийФМ_Идиот_17.txt",59,146,22,259,132,16,5,50,6,12,93,70,43,27,24,6,21,5,25,1,0,5,6,8,1,1,0,"ДостоевскийФМ"
"229","ДостоевскийФМ_Идиот_18.txt",14,39,7,52,19,4,2,11,3,7,14,13,6,4,9,0,4,1,4,1,2,2,1,2,0,0,0,"ДостоевскийФМ"
"230","ДостоевскийФМ_Идиот_19.txt",145,211,51,531,239,42,11,68,18,17,109,102,54,50,39,8,26,25,36,3,5,11,18,12,0,4,0,"ДостоевскийФМ"
"231","ДостоевскийФМ_Идиот_2.txt",56,120,16,307,131,19,5,68,1,12,81,52,26,30,7,4,16,4,18,2,4,6,9,6,4,3,0,"ДостоевскийФМ"
"232","ДостоевскийФМ_Идиот_20.txt",153,312,49,613,285,32,8,87,13,22,157,119,67,48,37,17,39,19,29,10,15,22,9,12,4,5,0,"ДостоевскийФМ"
"233","ДостоевскийФМ_Идиот_21.txt",169,285,68,552,303,33,21,54,23,33,130,112,50,48,31,16,42,11,37,11,10,17,16,5,0,2,2,"ДостоевскийФМ"
"234","ДостоевскийФМ_Идиот_22.txt",62,172,25,224,119,11,8,45,2,14,72,41,21,6,13,0,13,9,36,5,6,8,4,11,0,1,0,"ДостоевскийФМ"
"235","ДостоевскийФМ_Идиот_23.txt",103,200,32,438,225,37,8,41,13,32,85,95,67,30,26,7,32,15,24,1,1,11,8,6,2,3,0,"ДостоевскийФМ"
"236","ДостоевскийФМ_Идиот_24.txt",78,164,26,345,171,18,11,71,10,20,101,67,37,18,13,10,25,9,29,4,0,7,9,2,0,1,3,"ДостоевскийФМ"
"237","ДостоевскийФМ_Идиот_25.txt",86,160,31,356,170,15,9,41,10,14,93,82,33,24,21,3,17,3,33,2,4,8,3,4,1,2,0,"ДостоевскийФМ"
"238","ДостоевскийФМ_Идиот_26.txt",39,143,26,236,107,10,8,53,8,13,73,43,24,11,22,4,18,11,29,0,1,3,5,9,2,2,0,"ДостоевскийФМ"
"239","ДостоевскийФМ_Идиот_27.txt",100,195,51,546,241,32,14,60,15,14,135,103,66,42,52,6,29,9,41,3,3,16,10,15,5,2,0,"ДостоевскийФМ"
"240","ДостоевскийФМ_Идиот_28.txt",122,249,47,540,283,30,12,65,19,30,128,93,75,51,53,6,32,15,58,8,6,14,13,11,1,0,0,"ДостоевскийФМ"
"241","ДостоевскийФМ_Идиот_29.txt",119,148,38,420,221,30,6,45,15,6,111,56,78,40,22,4,18,10,28,3,3,4,12,6,10,1,1,"ДостоевскийФМ"
"242","ДостоевскийФМ_Идиот_3.txt",68,153,30,340,165,20,5,47,9,6,74,44,33,27,14,4,15,4,21,1,4,9,9,13,0,1,0,"ДостоевскийФМ"
"243","ДостоевскийФМ_Идиот_4.txt",94,160,40,357,134,20,14,73,8,14,85,57,31,17,27,5,18,21,17,7,1,7,2,2,8,2,0,"ДостоевскийФМ"
"244","ДостоевскийФМ_Идиот_5.txt",67,73,15,234,116,17,4,32,4,8,71,47,33,17,18,3,10,10,26,4,1,13,2,2,2,1,0,"ДостоевскийФМ"
"245","ДостоевскийФМ_Идиот_6.txt",79,75,22,242,153,21,5,41,10,8,74,60,25,28,17,2,12,6,20,3,2,14,4,2,4,3,0,"ДостоевскийФМ"
"246","ДостоевскийФМ_Идиот_7.txt",61,113,39,290,108,15,6,59,5,4,81,44,35,16,9,3,21,7,12,1,2,6,4,3,2,0,0,"ДостоевскийФМ"
"247","ДостоевскийФМ_Идиот_8.txt",60,125,18,296,111,23,1,60,7,14,48,52,24,22,22,1,14,7,21,1,1,11,9,3,0,1,0,"ДостоевскийФМ"
"248","ДостоевскийФМ_Идиот_9.txt",82,127,33,316,166,20,7,51,9,11,95,59,39,24,18,2,18,12,8,2,0,13,10,0,1,2,0,"ДостоевскийФМ"
"249","ДостоевскийФМ_Крокодил_0.txt",107,164,47,502,298,51,17,108,13,27,126,83,60,41,32,7,25,7,37,6,3,19,10,10,5,1,1,"ДостоевскийФМ"
"250","ДостоевскийФМ_Кроткая_0.txt",173,325,48,699,324,49,11,152,16,31,119,145,56,27,38,10,24,26,70,15,8,22,10,17,8,3,1,"ДостоевскийФМ"
"251","ДостоевскийФМ_МалГерой_0.txt",211,223,56,601,274,50,21,36,12,22,134,117,63,58,75,8,41,8,16,8,3,13,19,6,16,1,1,"ДостоевскийФМ"
"252","ДостоевскийФМ_НеточкаНезв_1.txt",224,433,78,704,399,47,28,54,24,31,206,133,81,59,55,8,47,6,54,6,13,17,15,17,5,2,1,"ДостоевскийФМ"
"253","ДостоевскийФМ_НеточкаНезв_2.txt",139,166,52,411,253,37,30,28,22,18,102,73,55,20,36,6,18,4,18,11,3,9,5,2,7,0,1,"ДостоевскийФМ"
"254","ДостоевскийФМ_НеточкаНезв_3.txt",57,87,28,185,90,9,15,21,13,3,58,42,22,17,29,0,13,3,8,8,5,4,2,2,6,0,0,"ДостоевскийФМ"
"255","ДостоевскийФМ_НеточкаНезв_4.txt",89,110,37,207,97,11,15,45,13,6,43,58,42,18,47,2,28,9,9,10,2,6,1,1,2,0,1,"ДостоевскийФМ"
"256","ДостоевскийФМ_НеточкаНезв_5.txt",174,315,84,572,379,43,37,35,37,26,183,111,97,31,84,9,47,7,66,10,7,13,10,6,9,3,0,"ДостоевскийФМ"
"257","ДостоевскийФМ_НеточкаНезв_6.txt",86,94,23,147,95,14,4,11,9,6,42,50,17,8,40,0,6,0,13,9,7,6,4,4,5,2,0,"ДостоевскийФМ"
"258","ДостоевскийФМ_Подросток_1.txt",39,86,14,149,85,13,4,30,3,18,57,29,7,17,7,2,20,3,15,1,2,8,9,7,2,1,0,"ДостоевскийФМ"
"259","ДостоевскийФМ_Подросток_10.txt",78,182,25,294,158,13,7,78,5,17,73,66,35,19,19,1,22,10,36,7,2,7,6,14,1,7,0,"ДостоевскийФМ"
"260","ДостоевскийФМ_Подросток_11.txt",118,237,49,541,221,19,19,95,16,19,118,123,51,29,31,5,26,9,48,11,2,12,12,14,4,2,0,"ДостоевскийФМ"
"261","ДостоевскийФМ_Подросток_12.txt",67,148,27,307,129,25,6,78,9,18,63,70,37,17,7,5,13,10,16,9,0,11,7,14,5,0,0,"ДостоевскийФМ"
"262","ДостоевскийФМ_Подросток_13.txt",207,311,66,812,380,39,22,183,22,23,190,149,83,59,53,6,24,24,69,19,3,21,14,21,7,5,1,"ДостоевскийФМ"
"263","ДостоевскийФМ_Подросток_14.txt",191,302,62,847,360,59,19,216,24,20,195,147,111,55,59,7,46,13,80,29,15,26,14,23,10,3,0,"ДостоевскийФМ"
"264","ДостоевскийФМ_Подросток_15.txt",78,143,39,355,127,21,7,102,18,5,100,60,39,18,25,2,14,5,11,8,2,8,5,7,2,8,1,"ДостоевскийФМ"
"265","ДостоевскийФМ_Подросток_16.txt",91,231,59,544,243,24,10,89,17,22,108,116,40,25,29,9,26,20,58,3,4,14,6,19,3,2,0,"ДостоевскийФМ"
"266","ДостоевскийФМ_Подросток_17.txt",75,138,22,326,167,15,9,72,7,16,94,71,48,17,24,2,19,17,47,7,3,7,6,7,8,0,0,"ДостоевскийФМ"
"267","ДостоевскийФМ_Подросток_18.txt",171,326,78,672,297,42,16,127,15,23,181,163,115,27,42,4,27,7,67,16,4,23,19,20,20,1,0,"ДостоевскийФМ"
"268","ДостоевскийФМ_Подросток_19.txt",54,128,29,329,166,25,3,57,11,16,90,112,48,23,19,2,13,12,31,4,3,15,7,9,6,1,0,"ДостоевскийФМ"
"269","ДостоевскийФМ_Подросток_2.txt",149,285,49,575,368,67,19,116,22,28,181,138,63,52,41,3,26,12,44,15,3,12,19,24,6,2,0,"ДостоевскийФМ"
"270","ДостоевскийФМ_Подросток_3.txt",155,298,58,689,368,55,9,129,14,36,165,145,79,55,59,14,45,12,41,9,4,21,25,16,13,4,0,"ДостоевскийФМ"
"271","ДостоевскийФМ_Подросток_4.txt",54,88,18,213,133,21,3,44,10,2,54,39,15,16,16,2,16,12,9,5,1,8,3,5,1,3,0,"ДостоевскийФМ"
"272","ДостоевскийФМ_Подросток_5.txt",82,184,14,342,174,26,15,78,14,23,84,71,38,22,15,4,22,15,28,6,3,12,5,6,7,1,0,"ДостоевскийФМ"
"273","ДостоевскийФМ_Подросток_6.txt",118,236,47,460,214,35,8,98,7,8,100,101,55,49,36,2,22,19,41,7,5,10,9,5,6,9,1,"ДостоевскийФМ"
"274","ДостоевскийФМ_Подросток_7.txt",142,223,31,556,252,30,19,119,26,10,128,96,60,34,38,3,22,28,28,9,5,17,12,9,6,5,0,"ДостоевскийФМ"
"275","ДостоевскийФМ_Подросток_8.txt",82,177,36,416,182,30,11,90,11,5,81,112,55,25,21,5,29,11,44,9,2,14,8,17,1,3,1,"ДостоевскийФМ"
"276","ДостоевскийФМ_Подросток_9.txt",83,225,36,400,173,19,10,87,16,20,99,109,38,16,22,8,15,18,45,8,3,15,6,18,1,0,0,"ДостоевскийФМ"
"277","ДостоевскийФМ_Ползунков_0.txt",59,90,27,129,92,13,10,62,9,5,46,14,20,17,13,5,6,1,3,0,9,2,1,3,0,0,0,"ДостоевскийФМ"
"278","ДостоевскийФМ_ПрестНаказ_1.txt",226,267,77,901,388,46,16,173,18,21,190,124,77,74,61,19,40,6,44,5,2,26,21,8,13,1,1,"ДостоевскийФМ"
"279","ДостоевскийФМ_ПрестНаказ_10.txt",77,106,18,233,108,8,5,56,4,3,61,26,30,18,14,1,16,7,16,3,1,5,5,9,0,1,0,"ДостоевскийФМ"
"280","ДостоевскийФМ_ПрестНаказ_11.txt",84,129,22,333,149,22,6,74,10,17,60,42,29,31,7,2,17,7,9,1,2,7,5,6,8,2,2,"ДостоевскийФМ"
"281","ДостоевскийФМ_ПрестНаказ_12.txt",71,144,21,307,153,14,4,83,11,10,80,38,26,23,13,2,7,12,11,2,2,11,9,11,6,1,0,"ДостоевскийФМ"
"282","ДостоевскийФМ_ПрестНаказ_13.txt",68,117,24,289,118,13,14,53,9,12,71,31,39,21,25,1,17,8,17,4,2,3,10,9,5,0,1,"ДостоевскийФМ"
"283","ДостоевскийФМ_ПрестНаказ_14.txt",103,163,27,447,171,13,6,94,12,15,95,36,38,40,32,2,15,14,26,1,7,5,10,10,9,0,1,"ДостоевскийФМ"
"284","ДостоевскийФМ_ПрестНаказ_15.txt",96,119,39,312,147,20,4,58,7,8,84,55,41,22,23,4,21,13,21,2,0,1,8,8,3,1,1,"ДостоевскийФМ"
"285","ДостоевскийФМ_ПрестНаказ_16.txt",172,322,36,624,291,41,25,110,22,32,146,80,69,55,38,3,24,10,55,4,3,12,25,19,9,2,0,"ДостоевскийФМ"
"286","ДостоевскийФМ_ПрестНаказ_17.txt",93,129,23,298,104,12,4,58,3,16,67,36,39,11,12,4,6,9,20,3,2,8,1,0,11,2,0,"ДостоевскийФМ"
"287","ДостоевскийФМ_ПрестНаказ_18.txt",123,188,45,463,198,26,15,109,14,12,118,54,48,30,34,8,22,13,32,6,3,9,2,2,2,0,0,"ДостоевскийФМ"
"288","ДостоевскийФМ_ПрестНаказ_19.txt",132,210,36,434,196,17,12,113,19,17,88,60,40,31,26,1,30,10,30,6,7,13,8,12,4,0,0,"ДостоевскийФМ"
"289","ДостоевскийФМ_ПрестНаказ_2.txt",148,106,28,505,217,41,13,69,19,12,109,83,60,51,29,12,21,5,14,2,9,16,8,4,6,1,2,"ДостоевскийФМ"
"290","ДостоевскийФМ_ПрестНаказ_20.txt",132,141,29,451,203,31,16,83,10,12,88,80,49,47,33,20,22,12,17,5,6,8,2,12,6,1,2,"ДостоевскийФМ"
"291","ДостоевскийФМ_ПрестНаказ_21.txt",152,207,35,503,263,35,12,55,19,17,109,92,63,39,29,17,34,6,55,2,6,4,12,20,6,2,0,"ДостоевскийФМ"
"292","ДостоевскийФМ_ПрестНаказ_3.txt",139,148,21,425,205,30,8,66,12,1,115,80,42,29,24,18,24,3,7,1,4,10,3,4,3,2,1,"ДостоевскийФМ"
"293","ДостоевскийФМ_ПрестНаказ_4.txt",101,128,28,387,145,14,12,79,11,7,94,52,39,33,22,8,26,6,10,2,4,6,4,10,9,3,0,"ДостоевскийФМ"
"294","ДостоевскийФМ_ПрестНаказ_5.txt",119,137,36,386,148,19,8,141,6,6,110,34,47,37,21,8,11,13,24,4,0,11,6,4,3,1,2,"ДостоевскийФМ"
"295","ДостоевскийФМ_ПрестНаказ_6.txt",77,85,13,210,112,20,4,76,3,4,58,21,21,21,14,5,12,11,11,1,1,5,5,6,6,1,0,"ДостоевскийФМ"
"296","ДостоевскийФМ_ПрестНаказ_7.txt",103,74,36,265,153,21,9,54,3,4,92,34,35,20,13,9,15,5,13,3,4,5,6,5,7,1,1,"ДостоевскийФМ"
"297","ДостоевскийФМ_ПрестНаказ_8.txt",101,160,31,380,143,11,4,104,8,12,87,59,54,19,21,3,26,7,20,1,2,7,10,7,13,0,0,"ДостоевскийФМ"
"298","ДостоевскийФМ_ПрестНаказ_9.txt",80,133,26,270,96,14,9,67,9,9,79,31,25,15,17,1,14,10,18,1,1,5,9,12,5,2,0,"ДостоевскийФМ"
"299","ДостоевскийФМ_СелоСтеп_1.txt",143,213,49,462,254,62,11,107,18,19,140,59,54,47,42,8,27,10,26,8,10,11,21,1,5,11,2,"ДостоевскийФМ"
"300","ДостоевскийФМ_СелоСтеп_2.txt",128,158,38,343,133,30,10,99,15,16,107,55,44,30,28,2,17,18,12,10,0,11,8,4,0,0,0,"ДостоевскийФМ"
"301","ДостоевскийФМ_СелоСтеп_3.txt",79,173,47,274,168,26,20,81,12,19,102,58,31,15,34,4,26,10,20,5,3,2,8,6,1,4,0,"ДостоевскийФМ"
"302","ДостоевскийФМ_СелоСтеп_4.txt",64,123,37,211,111,19,6,69,8,21,70,66,18,20,29,0,17,8,8,4,2,12,2,8,0,2,0,"ДостоевскийФМ"
"303","ДостоевскийФМ_СелоСтеп_5.txt",97,204,30,320,148,19,9,87,9,25,113,61,35,16,23,3,18,2,21,6,3,9,10,10,8,3,1,"ДостоевскийФМ"
"304","ДостоевскийФМ_СелоСтеп_6.txt",87,112,39,256,148,18,11,64,13,9,98,42,27,19,23,9,17,8,22,5,2,12,4,5,1,4,1,"ДостоевскийФМ"
"305","ДостоевскийФМ_СелоСтеп_7.txt",71,77,34,271,116,22,4,39,6,5,67,36,28,16,23,6,11,7,20,2,3,11,3,3,3,1,0,"ДостоевскийФМ"
"306","ДостоевскийФМ_СелоСтеп_8.txt",102,161,54,434,217,36,8,77,21,18,107,73,48,22,30,2,25,17,33,7,4,10,7,9,9,4,0,"ДостоевскийФМ"
"307","ДостоевскийФМ_СквернАнекдот_1.txt",76,95,17,278,137,18,3,53,3,14,74,56,31,20,17,7,19,9,14,0,3,6,2,4,5,1,0,"ДостоевскийФМ"
"308","ДостоевскийФМ_СквернАнекдот_2.txt",177,195,54,506,242,37,14,60,14,26,124,96,54,27,18,14,40,19,24,2,6,9,9,9,9,2,1,"ДостоевскийФМ"
"309","ДостоевскийФМ_СлабСердце_0.txt",184,309,71,464,223,38,25,87,12,20,116,66,74,30,55,9,16,13,20,1,8,6,3,23,10,3,0,"ДостоевскийФМ"
"310","ДостоевскийФМ_УнижОскорбл_1.txt",181,254,74,622,313,58,23,126,18,19,164,83,82,31,65,7,41,24,49,11,7,16,12,19,11,4,1,"ДостоевскийФМ"
"311","ДостоевскийФМ_УнижОскорбл_10.txt",76,212,34,374,136,24,20,98,12,17,128,79,36,14,26,3,25,14,32,7,1,6,2,23,2,2,0,"ДостоевскийФМ"
"312","ДостоевскийФМ_УнижОскорбл_11.txt",93,144,34,418,140,12,19,56,17,19,93,82,29,11,31,3,26,4,22,12,8,14,11,11,5,1,1,"ДостоевскийФМ"
"313","ДостоевскийФМ_УнижОскорбл_12.txt",108,198,31,380,155,24,18,64,5,10,76,68,80,35,29,5,18,9,37,19,3,18,8,9,3,3,1,"ДостоевскийФМ"
"314","ДостоевскийФМ_УнижОскорбл_13.txt",127,157,38,507,134,16,9,119,5,3,84,52,64,23,23,1,15,13,17,4,3,8,1,5,6,0,0,"ДостоевскийФМ"
"315","ДостоевскийФМ_УнижОскорбл_14.txt",102,190,40,508,162,16,11,65,12,3,98,62,72,22,25,4,22,9,39,9,8,8,9,14,5,0,0,"ДостоевскийФМ"
"316","ДостоевскийФМ_УнижОскорбл_15.txt",67,158,34,246,115,15,5,58,5,17,66,40,36,22,23,3,17,3,12,2,6,0,0,5,11,0,0,"ДостоевскийФМ"
"317","ДостоевскийФМ_УнижОскорбл_2.txt",134,207,33,456,171,23,16,111,7,14,90,61,50,21,49,3,23,15,16,10,3,8,14,8,7,3,1,"ДостоевскийФМ"
"318","ДостоевскийФМ_УнижОскорбл_3.txt",81,162,24,272,100,19,14,51,5,11,81,45,36,13,37,1,16,7,15,5,2,13,3,18,2,3,0,"ДостоевскийФМ"
"319","ДостоевскийФМ_УнижОскорбл_4.txt",68,165,19,310,136,16,10,62,9,12,101,79,51,15,26,4,15,19,19,6,5,8,3,5,4,0,0,"ДостоевскийФМ"
"320","ДостоевскийФМ_УнижОскорбл_5.txt",96,116,34,290,163,17,11,100,7,7,84,57,39,39,21,3,7,8,16,9,5,11,3,12,8,2,0,"ДостоевскийФМ"
"321","ДостоевскийФМ_УнижОскорбл_6.txt",100,144,27,272,144,14,12,65,11,8,83,51,65,24,20,3,15,7,7,14,0,6,4,6,4,1,1,"ДостоевскийФМ"
"322","ДостоевскийФМ_УнижОскорбл_7.txt",111,156,23,327,120,12,17,70,12,10,77,71,45,14,28,3,20,4,21,11,2,6,5,6,3,0,0,"ДостоевскийФМ"
"323","ДостоевскийФМ_УнижОскорбл_8.txt",92,181,25,293,106,10,10,53,15,20,99,54,47,18,33,2,16,8,35,7,4,9,4,12,5,2,1,"ДостоевскийФМ"
"324","ДостоевскийФМ_УнижОскорбл_9.txt",73,187,35,369,140,6,10,106,11,25,109,70,54,32,28,4,17,10,33,11,1,16,3,18,7,2,0,"ДостоевскийФМ"
"325","ДостоевскийФМ_Хозяйка_1.txt",145,139,46,437,249,34,8,23,15,8,102,77,62,50,32,10,12,11,17,0,7,11,3,4,12,1,6,"ДостоевскийФМ"
"326","ДостоевскийФМ_Хозяйка_2.txt",241,202,71,520,286,44,17,108,15,9,164,74,75,44,44,6,39,21,21,4,15,11,5,8,10,0,1,"ДостоевскийФМ"
"327","ДостоевскийФМ_ЧужЖенаИМуж_0.txt",105,277,43,276,244,27,19,103,10,6,105,132,41,41,31,27,16,9,22,1,4,10,2,3,0,1,5,"ДостоевскийФМ"
"328","ТолстойЛН_АннаКар_1.txt",113,171,28,397,209,37,9,50,7,25,123,76,52,23,25,2,13,4,29,2,3,3,8,6,2,3,1,"ТолстойЛН"
"329","ТолстойЛН_АннаКар_10.txt",99,170,35,368,144,10,11,46,7,29,98,68,67,35,18,13,9,3,25,0,5,6,5,6,2,2,2,"ТолстойЛН"
"330","ТолстойЛН_АннаКар_11.txt",164,225,62,646,301,40,14,50,6,61,145,99,84,47,47,12,15,4,57,2,6,13,14,11,7,1,1,"ТолстойЛН"
"331","ТолстойЛН_АннаКар_12.txt",137,299,47,538,226,26,6,38,11,48,104,127,96,36,32,7,17,5,33,4,3,18,16,9,1,1,3,"ТолстойЛН"
"332","ТолстойЛН_АннаКар_13.txt",144,287,45,534,225,25,17,62,7,31,146,118,76,40,32,11,17,9,34,1,3,8,19,10,3,4,0,"ТолстойЛН"
"333","ТолстойЛН_АннаКар_14.txt",98,161,27,343,149,23,5,26,8,15,83,82,56,23,15,7,13,5,31,6,2,4,8,10,4,1,0,"ТолстойЛН"
"334","ТолстойЛН_АннаКар_15.txt",85,194,31,415,169,9,7,33,13,16,105,80,69,33,19,2,9,8,45,0,1,13,7,9,1,5,2,"ТолстойЛН"
"335","ТолстойЛН_АннаКар_16.txt",115,224,39,441,172,27,5,30,14,15,121,99,57,24,32,2,9,4,30,1,12,11,8,10,6,1,0,"ТолстойЛН"
"336","ТолстойЛН_АннаКар_17.txt",129,190,28,446,203,23,10,46,15,15,95,52,60,27,26,4,11,4,45,2,4,11,8,5,4,1,2,"ТолстойЛН"
