"","document","на","что","за","и","в","из","со","а","во","для","с","но","к","по","от","под","до","про","о","ко","над","без","при","об","через","из-за","из-под","Author"
"337","ТолстойЛН_АннаКар_18.txt",158,335,55,693,289,39,8,48,11,54,159,136,92,31,55,12,10,12,79,4,7,12,16,12,2,3,0,"ТолстойЛН"
"338","ТолстойЛН_АннаКар_19.txt",124,202,37,442,229,29,8,32,18,44,105,106,82,22,47,4,8,7,76,4,7,8,5,9,6,0,0,"ТолстойЛН"
"339","ТолстойЛН_АннаКар_2.txt",99,181,24,336,148,22,12,47,7,26,101,83,49,27,21,3,11,4,44,3,7,4,6,6,3,1,1,"ТолстойЛН"
"340","ТолстойЛН_АннаКар_20.txt",124,180,38,398,211,22,14,34,9,23,121,82,72,26,23,2,10,3,28,4,3,4,13,8,4,4,0,"ТолстойЛН"
"341","ТолстойЛН_АннаКар_21.txt",93,147,40,282,113,7,4,52,7,21,106,66,40,27,23,3,7,8,27,2,3,8,3,7,2,2,3,"ТолстойЛН"
"342","ТолстойЛН_АннаКар_22.txt",115,134,46,395,152,33,11,49,6,11,96,67,61,34,26,6,12,5,24,1,9,11,5,2,0,2,8,"ТолстойЛН"
"343","ТолстойЛН_АннаКар_23.txt",132,162,41,396,190,28,5,57,5,25,111,93,52,29,31,3,12,14,35,3,2,4,4,4,4,3,1,"ТолстойЛН"
"344","ТолстойЛН_АннаКар_24.txt",113,202,40,452,217,32,19,55,15,35,105,108,68,42,23,7,8,15,44,2,3,12,9,11,0,2,0,"ТолстойЛН"
"345","ТолстойЛН_АннаКар_25.txt",123,192,50,333,196,26,12,54,10,26,106,80,60,26,18,4,15,4,40,3,3,13,10,11,2,2,0,"ТолстойЛН"
"346","ТолстойЛН_АннаКар_26.txt",96,175,42,401,189,24,12,37,7,15,96,86,78,24,19,5,4,16,51,3,2,1,5,5,5,4,1,"ТолстойЛН"
"347","ТолстойЛН_АннаКар_27.txt",113,165,35,428,175,22,4,36,10,26,101,87,66,20,34,2,13,9,48,2,4,7,10,9,6,3,0,"ТолстойЛН"
"348","ТолстойЛН_АннаКар_28.txt",103,165,23,334,171,20,11,39,7,25,77,74,81,18,27,0,8,9,33,3,6,10,7,5,0,0,0,"ТолстойЛН"
"349","ТолстойЛН_АннаКар_29.txt",160,205,37,530,246,23,8,55,19,44,139,86,69,28,41,8,11,4,56,1,8,14,13,9,2,3,3,"ТолстойЛН"
"350","ТолстойЛН_АннаКар_3.txt",85,151,25,318,132,11,6,46,7,12,92,75,54,17,21,3,7,6,37,4,2,2,7,1,4,2,1,"ТолстойЛН"
"351","ТолстойЛН_АннаКар_30.txt",126,173,19,431,192,27,10,79,11,53,121,58,55,26,28,7,13,2,41,0,5,10,15,11,4,1,2,"ТолстойЛН"
"352","ТолстойЛН_АннаКар_4.txt",136,174,37,461,197,34,5,58,8,22,118,71,70,12,23,9,11,7,40,2,3,10,4,5,5,0,0,"ТолстойЛН"
"353","ТолстойЛН_АннаКар_5.txt",116,215,42,489,203,28,9,44,9,14,113,84,77,20,17,4,15,4,50,2,3,5,10,9,2,3,0,"ТолстойЛН"
"354","ТолстойЛН_АннаКар_6.txt",111,207,39,445,182,24,5,32,12,30,104,97,49,30,30,3,9,12,47,0,12,9,6,10,1,1,1,"ТолстойЛН"
"355","ТолстойЛН_АннаКар_7.txt",127,123,44,364,130,20,8,85,2,19,84,53,37,30,14,5,5,5,28,5,9,6,1,1,7,7,0,"ТолстойЛН"
"356","ТолстойЛН_АннаКар_8.txt",164,184,50,482,191,31,17,41,10,30,129,96,88,32,28,9,11,9,49,3,8,7,8,13,5,3,2,"ТолстойЛН"
"357","ТолстойЛН_АннаКар_9.txt",92,179,33,371,165,13,13,25,10,17,123,90,64,27,18,9,8,6,36,2,6,7,8,4,2,0,1,"ТолстойЛН"
"358","ТолстойЛН_ВойнаМир_1.txt",66,78,27,261,127,10,4,33,6,15,67,38,45,19,16,0,2,6,18,1,1,4,9,3,3,3,0,"ТолстойЛН"
"359","ТолстойЛН_ВойнаМир_10.txt",140,94,35,339,153,23,8,34,13,12,83,42,58,35,26,14,7,5,15,2,11,3,10,4,4,1,2,"ТолстойЛН"
"360","ТолстойЛН_ВойнаМир_11.txt",97,86,14,238,146,22,16,32,3,7,80,25,55,26,29,4,12,0,21,1,3,8,5,4,2,3,2,"ТолстойЛН"
"361","ТолстойЛН_ВойнаМир_12.txt",148,132,42,456,209,40,12,30,12,7,119,42,77,39,46,16,14,9,11,3,8,7,5,2,11,11,5,"ТолстойЛН"
"362","ТолстойЛН_ВойнаМир_13.txt",87,155,23,340,170,18,17,28,3,26,95,49,53,19,27,4,9,7,35,0,5,3,12,8,11,1,0,"ТолстойЛН"
"363","ТолстойЛН_ВойнаМир_14.txt",124,125,37,387,153,17,4,51,9,21,105,44,75,16,30,6,14,8,38,5,7,11,13,7,8,1,1,"ТолстойЛН"
"364","ТолстойЛН_ВойнаМир_15.txt",106,120,43,417,213,19,3,24,10,16,111,46,72,23,24,14,20,11,40,5,5,6,12,7,3,3,1,"ТолстойЛН"
"365","ТолстойЛН_ВойнаМир_16.txt",147,127,29,399,213,34,9,37,8,19,105,58,69,59,39,8,12,3,17,0,9,5,10,0,2,2,0,"ТолстойЛН"
"366","ТолстойЛН_ВойнаМир_17.txt",90,62,18,241,111,17,2,20,6,9,58,33,46,28,16,10,6,1,11,0,8,0,4,7,4,0,0,"ТолстойЛН"
"367","ТолстойЛН_ВойнаМир_18.txt",119,157,39,462,220,28,8,31,10,18,118,56,59,24,29,7,18,13,21,3,2,8,13,7,7,2,0,"ТолстойЛН"
"368","ТолстойЛН_ВойнаМир_19.txt",146,113,38,361,173,29,13,28,10,17,110,49,47,23,23,6,15,10,16,1,4,4,3,7,12,1,1,"ТолстойЛН"
"369","ТолстойЛН_ВойнаМир_2.txt",88,97,29,261,112,16,7,19,5,9,80,43,48,14,12,2,7,3,14,3,0,8,3,0,2,1,0,"ТолстойЛН"
"370","ТолстойЛН_ВойнаМир_20.txt",85,102,26,296,167,23,6,26,6,17,86,43,35,19,26,1,6,2,27,3,4,2,2,2,7,1,0,"ТолстойЛН"
"371","ТолстойЛН_ВойнаМир_21.txt",133,170,30,451,237,36,7,65,20,40,108,54,77,43,44,7,15,8,57,1,6,6,11,6,5,2,0,"ТолстойЛН"
"372","ТолстойЛН_ВойнаМир_22.txt",124,139,31,357,203,31,7,63,9,13,102,40,66,27,27,7,7,6,26,2,5,2,4,6,6,0,1,"ТолстойЛН"
"373","ТолстойЛН_ВойнаМир_23.txt",87,83,21,298,174,32,6,20,17,17,89,34,56,28,16,3,12,7,24,1,4,5,7,4,3,0,3,"ТолстойЛН"
"374","ТолстойЛН_ВойнаМир_24.txt",140,196,35,544,329,40,9,40,19,34,147,61,75,45,37,12,10,6,65,12,13,10,11,7,4,2,0,"ТолстойЛН"
"375","ТолстойЛН_ВойнаМир_25.txt",151,116,29,392,203,30,3,43,3,23,122,41,65,35,28,6,8,7,42,2,3,10,4,7,9,5,2,"ТолстойЛН"
"376","ТолстойЛН_ВойнаМир_26.txt",104,136,30,380,153,16,10,19,7,39,123,63,71,18,15,5,5,8,51,2,5,9,12,12,4,0,0,"ТолстойЛН"
"377","ТолстойЛН_ВойнаМир_27.txt",140,134,36,407,176,20,6,36,8,11,140,43,70,48,32,7,11,7,25,3,8,11,6,2,11,10,6,"ТолстойЛН"
"378","ТолстойЛН_ВойнаМир_28.txt",103,131,28,401,198,32,9,56,6,17,124,35,42,24,23,5,5,4,17,2,3,4,2,2,7,3,0,"ТолстойЛН"
"379","ТолстойЛН_ВойнаМир_29.txt",106,156,43,393,231,25,9,44,10,27,122,48,73,28,34,9,16,4,38,6,4,7,8,5,4,0,2,"ТолстойЛН"
"380","ТолстойЛН_ВойнаМир_3.txt",79,83,23,224,113,24,2,30,1,15,72,30,52,10,22,2,12,6,10,5,1,4,2,0,3,2,4,"ТолстойЛН"
"381","ТолстойЛН_ВойнаМир_30.txt",169,189,48,542,266,30,7,38,13,16,182,40,102,26,35,7,11,18,43,4,5,6,6,8,3,1,0,"ТолстойЛН"
"382","ТолстойЛН_ВойнаМир_31.txt",80,117,30,239,106,20,3,31,5,6,83,34,50,23,22,5,8,8,6,1,2,2,0,3,6,0,0,"ТолстойЛН"
"383","ТолстойЛН_ВойнаМир_32.txt",73,106,15,251,132,22,8,18,4,33,72,44,46,25,23,4,5,5,33,0,3,10,5,10,3,3,0,"ТолстойЛН"
"384","ТолстойЛН_ВойнаМир_33.txt",166,198,45,469,291,47,4,49,9,48,123,71,98,50,41,10,12,5,48,1,6,9,25,8,10,2,1,"ТолстойЛН"
"385","ТолстойЛН_ВойнаМир_34.txt",183,248,64,693,373,60,11,45,20,56,149,83,72,62,54,22,16,6,68,2,5,12,16,10,11,2,3,"ТолстойЛН"
"386","ТолстойЛН_ВойнаМир_35.txt",80,125,24,276,166,26,13,29,6,28,79,61,51,24,33,9,15,0,29,0,4,4,13,5,1,3,0,"ТолстойЛН"
"387","ТолстойЛН_ВойнаМир_36.txt",127,87,40,362,200,33,2,24,4,15,120,37,72,51,22,14,11,11,34,1,8,1,9,7,8,2,3,"ТолстойЛН"
"388","ТолстойЛН_ВойнаМир_37.txt",116,199,28,428,229,40,12,30,6,21,99,58,79,29,37,22,10,1,50,2,5,8,6,12,5,1,0,"ТолстойЛН"
"389","ТолстойЛН_ВойнаМир_38.txt",125,154,45,374,159,36,3,45,9,21,102,37,65,21,27,7,8,7,34,2,6,2,11,4,5,2,1,"ТолстойЛН"
"390","ТолстойЛН_ВойнаМир_39.txt",161,117,30,311,164,29,7,43,8,36,91,31,72,39,29,19,11,4,15,1,4,3,11,5,10,1,2,"ТолстойЛН"
"391","ТолстойЛН_ВойнаМир_4.txt",84,102,25,297,104,14,1,37,5,9,98,33,40,22,17,4,5,2,18,2,1,4,5,4,8,4,1,"ТолстойЛН"
"392","ТолстойЛН_ВойнаМир_40.txt",113,146,31,395,177,25,5,55,13,23,97,39,49,53,34,14,10,6,32,1,4,10,11,2,7,2,0,"ТолстойЛН"
"393","ТолстойЛН_ВойнаМир_41.txt",181,122,30,387,194,35,8,29,14,8,122,48,71,37,39,18,11,1,23,1,6,5,2,1,6,3,1,"ТолстойЛН"
"394","ТолстойЛН_ВойнаМир_42.txt",129,116,21,320,166,28,4,35,10,35,69,50,38,20,28,15,17,2,35,0,6,11,12,4,2,0,0,"ТолстойЛН"
"395","ТолстойЛН_ВойнаМир_43.txt",138,177,25,374,243,39,5,57,13,23,114,59,56,24,39,12,19,4,30,0,7,6,9,4,4,2,3,"ТолстойЛН"
"396","ТолстойЛН_ВойнаМир_44.txt",133,121,38,327,176,38,8,24,9,15,99,33,52,29,18,5,10,3,22,1,0,1,11,4,3,0,0,"ТолстойЛН"
"397","ТолстойЛН_ВойнаМир_45.txt",137,113,33,367,205,40,5,31,10,21,116,46,64,44,32,6,22,1,27,2,9,9,3,3,6,3,2,"ТолстойЛН"
"398","ТолстойЛН_ВойнаМир_46.txt",127,107,30,386,217,33,2,47,13,16,96,50,55,25,38,11,14,2,25,3,8,7,12,4,8,3,2,"ТолстойЛН"
"399","ТолстойЛН_ВойнаМир_47.txt",108,77,27,285,143,27,3,17,6,17,75,58,46,24,30,11,4,0,14,1,7,3,8,1,6,5,4,"ТолстойЛН"
"400","ТолстойЛН_ВойнаМир_48.txt",79,129,30,293,177,18,3,38,18,26,78,51,37,18,31,2,12,9,75,2,4,6,9,17,2,3,0,"ТолстойЛН"
"401","ТолстойЛН_ВойнаМир_49.txt",142,198,34,466,253,40,9,28,13,34,137,84,73,34,38,6,9,2,40,2,8,3,8,1,6,2,1,"ТолстойЛН"
"402","ТолстойЛН_ВойнаМир_5.txt",133,109,36,335,159,19,5,62,10,12,105,42,53,25,20,12,16,3,18,3,10,5,9,2,5,6,1,"ТолстойЛН"
"403","ТолстойЛН_ВойнаМир_50.txt",69,155,28,274,146,18,1,22,13,23,64,64,50,26,42,5,9,2,32,0,6,11,9,4,2,0,0,"ТолстойЛН"
"404","ТолстойЛН_ВойнаМир_51.txt",137,150,29,509,259,56,8,43,17,33,123,49,65,55,30,10,19,6,49,1,1,11,10,6,12,3,0,"ТолстойЛН"
"405","ТолстойЛН_ВойнаМир_52.txt",108,135,21,373,212,41,7,29,12,27,111,49,60,48,59,24,15,4,28,0,4,8,17,7,3,0,2,"ТолстойЛН"
"406","ТолстойЛН_ВойнаМир_53.txt",87,107,24,291,164,24,6,39,9,5,99,26,56,23,22,12,10,10,18,2,3,2,8,3,4,4,1,"ТолстойЛН"
"407","ТолстойЛН_ВойнаМир_54.txt",123,114,31,414,196,39,6,27,9,20,95,53,50,39,57,11,17,1,45,0,8,12,12,8,5,1,0,"ТолстойЛН"
"408","ТолстойЛН_ВойнаМир_55.txt",93,132,36,335,198,26,11,38,11,18,85,36,60,28,33,14,18,10,27,0,4,12,5,1,3,2,0,"ТолстойЛН"
"409","ТолстойЛН_ВойнаМир_56.txt",108,158,24,355,220,31,9,22,15,27,101,55,47,17,28,5,8,21,52,2,5,10,11,3,7,1,1,"ТолстойЛН"
"410","ТолстойЛН_ВойнаМир_57.txt",104,162,42,371,223,18,5,35,19,44,96,70,47,25,28,1,14,2,41,4,6,18,7,5,6,0,0,"ТолстойЛН"
"411","ТолстойЛН_ВойнаМир_58.txt",109,164,37,434,217,28,6,36,6,39,125,63,52,38,27,6,11,3,50,2,3,7,15,7,4,4,0,"ТолстойЛН"
"412","ТолстойЛН_ВойнаМир_59.txt",121,210,23,428,169,32,4,51,16,35,82,69,53,27,19,9,20,2,61,2,3,11,7,7,1,0,0,"ТолстойЛН"
"413","ТолстойЛН_ВойнаМир_6.txt",77,88,23,261,139,22,2,34,8,16,63,22,44,19,12,0,3,3,11,0,3,5,4,5,2,3,3,"ТолстойЛН"
"414","ТолстойЛН_ВойнаМир_60.txt",95,182,15,405,249,36,4,36,31,65,75,61,65,52,58,6,17,0,77,4,0,30,14,6,3,0,0,"ТолстойЛН"
"415","ТолстойЛН_ВойнаМир_7.txt",28,55,11,89,53,7,2,9,1,14,13,20,13,4,9,3,9,2,23,0,2,2,4,2,1,0,0,"ТолстойЛН"
"416","ТолстойЛН_ВойнаМир_8.txt",68,76,14,218,114,23,5,32,5,7,76,22,50,23,29,5,7,2,13,0,2,3,8,3,5,1,0,"ТолстойЛН"
"417","ТолстойЛН_ВойнаМир_9.txt",59,60,25,176,78,13,4,39,1,4,52,12,30,13,12,12,6,3,4,0,4,1,7,2,5,4,2,"ТолстойЛН"
"418","ТолстойЛН_Воскр_1.txt",136,118,46,502,234,35,6,32,7,21,141,42,49,35,38,11,14,2,30,0,10,8,9,9,12,3,1,"ТолстойЛН"
"419","ТолстойЛН_Воскр_10.txt",96,94,48,293,174,21,5,65,5,14,96,25,39,35,14,5,9,4,19,0,2,4,3,4,2,2,1,"ТолстойЛН"
"420","ТолстойЛН_Воскр_11.txt",101,142,30,352,168,25,0,73,7,19,80,33,27,39,18,2,8,2,23,1,6,5,5,2,2,5,0,"ТолстойЛН"
"421","ТолстойЛН_Воскр_12.txt",73,131,21,313,174,22,4,52,10,20,62,42,49,29,27,2,10,6,21,0,4,3,1,8,2,0,0,"ТолстойЛН"
"422","ТолстойЛН_Воскр_13.txt",79,125,42,279,182,16,2,41,6,16,84,37,44,38,21,2,5,4,37,0,1,7,6,7,0,0,1,"ТолстойЛН"
"423","ТолстойЛН_Воскр_14.txt",94,185,38,429,211,16,1,53,13,28,99,45,42,26,39,10,4,14,40,5,1,11,10,11,4,2,0,"ТолстойЛН"
"424","ТолстойЛН_Воскр_15.txt",81,152,30,318,162,26,3,40,4,19,87,48,46,20,18,5,10,7,26,2,6,3,6,5,1,0,0,"ТолстойЛН"
"425","ТолстойЛН_Воскр_16.txt",122,71,44,349,146,26,1,25,9,8,107,40,68,29,24,11,9,2,14,0,7,8,1,2,3,1,0,"ТолстойЛН"
"426","ТолстойЛН_Воскр_17.txt",169,205,41,524,250,45,3,84,15,19,205,71,85,36,45,9,21,14,22,10,6,15,16,5,4,3,2,"ТолстойЛН"
"427","ТолстойЛН_Воскр_18.txt",88,98,40,367,206,27,5,55,12,22,103,38,66,23,16,7,6,9,18,2,3,5,7,4,5,3,1,"ТолстойЛН"
"428","ТолстойЛН_Воскр_19.txt",113,118,29,358,150,25,11,39,2,11,67,38,33,27,26,7,7,3,15,0,3,2,6,5,1,1,0,"ТолстойЛН"
"429","ТолстойЛН_Воскр_2.txt",61,65,18,237,139,19,4,29,5,12,67,32,26,26,18,6,3,0,15,1,2,1,11,3,0,0,0,"ТолстойЛН"
"430","ТолстойЛН_Воскр_20.txt",70,135,34,356,153,18,4,38,11,16,87,31,34,31,23,2,6,1,38,0,2,2,7,5,2,1,1,"ТолстойЛН"
"431","ТолстойЛН_Воскр_3.txt",123,134,18,465,218,31,5,24,5,22,120,57,66,27,38,6,8,8,24,2,4,6,11,7,6,4,0,"ТолстойЛН"
"432","ТолстойЛН_Воскр_4.txt",99,131,21,278,151,16,1,31,4,8,53,41,34,33,13,4,4,2,27,1,0,18,5,5,2,0,0,"ТолстойЛН"
"433","ТолстойЛН_Воскр_5.txt",104,134,46,408,175,33,5,43,5,16,145,44,64,19,16,8,11,7,15,3,4,11,7,6,4,5,0,"ТолстойЛН"
"434","ТолстойЛН_Воскр_6.txt",121,162,45,450,218,35,9,66,11,22,117,59,47,27,21,6,17,7,23,0,7,8,4,5,3,5,1,"ТолстойЛН"
"435","ТолстойЛН_Воскр_7.txt",85,99,23,327,167,23,6,41,3,17,103,44,65,29,18,3,4,2,25,3,2,3,10,2,5,0,3,"ТолстойЛН"
"436","ТолстойЛН_Воскр_8.txt",57,81,13,196,107,18,4,48,1,10,68,25,40,17,11,2,5,4,6,0,3,3,3,0,1,3,0,"ТолстойЛН"
"437","ТолстойЛН_Воскр_9.txt",55,102,33,291,156,19,2,33,7,10,87,24,49,14,12,4,6,8,23,0,1,4,0,2,4,3,0,"ТолстойЛН"
"438","ТолстойЛН_Детство_1.txt",139,111,36,314,148,27,7,36,7,13,98,31,37,38,23,7,7,1,29,5,6,9,6,5,3,1,5,"ТолстойЛН"
"439","ТолстойЛН_Детство_2.txt",153,106,36,374,188,34,7,18,10,13,111,56,43,29,27,11,11,1,22,2,6,5,1,2,7,2,2,"ТолстойЛН"
"440","ТолстойЛН_Детство_3.txt",147,167,47,358,183,23,11,33,13,14,126,50,46,25,27,11,18,1,26,6,5,3,10,5,4,1,6,"ТолстойЛН"
"441","ТолстойЛН_Детство_4.txt",132,149,33,363,165,27,10,38,10,19,90,55,45,23,28,10,13,4,28,7,4,14,6,3,7,1,1,"ТолстойЛН"
"442","ТолстойЛН_Отроч_1.txt",136,114,29,409,176,25,7,38,17,9,112,50,45,44,28,15,20,1,9,2,6,8,7,4,4,3,3,"ТолстойЛН"
"443","ТолстойЛН_Отроч_2.txt",123,160,42,335,175,15,16,28,10,15,68,60,40,27,25,10,9,8,22,16,4,8,1,4,2,1,0,"ТолстойЛН"
"444","ТолстойЛН_Отроч_3.txt",109,186,52,359,231,15,13,60,22,17,112,56,48,25,24,7,22,2,50,3,1,5,11,2,5,0,0,"ТолстойЛН"
"445","ТолстойЛН_СмертИИ_1.txt",127,189,31,574,249,22,3,48,14,26,140,85,70,41,43,7,17,5,45,2,5,11,15,6,4,2,1,"ТолстойЛН"
"446","ТолстойЛН_СмертИИ_2.txt",88,151,14,361,114,2,4,31,4,29,79,63,39,12,27,5,5,1,25,0,9,3,2,4,3,2,0,"ТолстойЛН"
"447","ТолстойЛН_ХаджМур_1.txt",116,84,40,332,156,40,1,48,7,4,93,28,55,32,22,9,2,3,7,1,2,1,2,1,9,6,4,"ТолстойЛН"
"448","ТолстойЛН_ХаджМур_2.txt",115,125,27,366,173,18,5,34,1,7,88,36,61,18,20,8,8,12,31,2,1,10,5,6,7,0,1,"ТолстойЛН"
"449","ТолстойЛН_ХаджМур_3.txt",152,199,35,601,249,33,8,65,16,29,164,55,107,42,28,12,6,6,52,9,4,8,7,5,9,7,2,"ТолстойЛН"
"450","ТолстойЛН_ХаджМур_4.txt",152,150,68,608,272,59,9,49,10,22,185,79,104,52,32,13,13,2,19,4,5,12,7,9,18,7,4,"ТолстойЛН"
"451","ТолстойЛН_Юность_1.txt",125,123,23,352,194,22,7,30,6,8,88,39,48,37,20,8,13,10,12,6,2,3,6,3,3,1,3,"ТолстойЛН"
"452","ТолстойЛН_Юность_2.txt",188,220,42,434,207,30,12,39,13,14,117,76,68,38,20,7,13,5,24,11,3,15,10,8,8,4,0,"ТолстойЛН"
"453","ТолстойЛН_Юность_3.txt",137,180,28,363,175,20,14,40,7,19,96,75,58,26,17,2,5,24,38,8,3,6,4,6,6,2,1,"ТолстойЛН"
"454","ТолстойЛН_Юность_4.txt",193,191,30,513,262,29,16,44,15,35,130,61,60,40,32,7,17,12,40,10,13,17,5,8,3,1,0,"ТолстойЛН"
"455","ТолстойЛН_Юность_5.txt",144,203,26,439,227,24,11,24,13,12,126,76,54,23,31,3,18,17,34,7,5,7,12,5,5,1,0,"ТолстойЛН"
"456","ТолстойЛН_Юность_6.txt",134,170,24,402,226,27,4,28,14,25,133,71,69,23,24,8,16,10,20,12,9,6,7,1,2,1,0,"ТолстойЛН"
